what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.emf.ecore,2.10.1.v20140901-1043,"org.eclipse.emf.ecore",1422666270491
started,bundle,org.eclipse.emf.ecore.xmi,2.10.1.v20140901-1043,"org.eclipse.emf.ecore.xmi",1422666270583
started,bundle,org.eclipse.fx.core,1.1.0.201411050703,"org.eclipse.fx.core",1422666270608
started,bundle,org.eclipse.fx.ide.fxml,1.1.0.201411050807,"org.eclipse.fx.ide.fxml",1422666270609
started,bundle,org.eclipse.fx.ide.jdt.core,1.1.0.201411050807,"org.eclipse.fx.ide.jdt.core",1422666270609
started,bundle,org.eclipse.fx.ide.model,1.1.0.201411050807,"org.eclipse.fx.ide.model",1422666270610
started,bundle,org.eclipse.fx.osgi.util,1.1.0.201411050703,"org.eclipse.fx.osgi.util",1422666270610
started,bundle,org.eclipse.jdt.apt.core,3.3.600.v20140311-1758,"org.eclipse.jdt.apt.core",1422666270643
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20131113-0353,"org.eclipse.jdt.apt.pluggable.core",1422666270643
started,bundle,org.eclipse.jdt.debug.ui,3.6.300.v20140512-1926,"org.eclipse.jdt.debug.ui",1422666270643
started,bundle,org.eclipse.pde.core,3.10.1.v20140902-1534,"org.eclipse.pde.core",1422666270683
started,bundle,org.eclipse.pde.launching,3.6.200.v20140521-1231,"org.eclipse.pde.launching",1422666270684
started,bundle,org.eclipse.pde.ui,3.8.101.v20140902-1534,"org.eclipse.pde.ui",1422666270742
started,bundle,org.eclipse.ui.trace,1.0.201.v20140702-1807,"org.eclipse.ui.trace",1422666270743
started,bundle,org.eclipse.ui.views.log,1.0.500.v20140512-1221,"org.eclipse.ui.views.log",1422666270743
started,bundle,org.eclipse.wst.sse.ui,1.3.300.v201404240319,"org.eclipse.wst.sse.ui",1422666270744
started,bundle,org.eclipse.core.resources.semantic,0.6.3.v20140217-2212,"org.eclipse.core.resources.semantic",1422666270788
started,bundle,org.eclipse.e4.tools.context.spy,0.1.0.v20140708-1626,"org.eclipse.e4.tools.context.spy",1422666270788
started,bundle,org.eclipse.e4.tools.css.spy,0.12.0.v20140707-1917,"org.eclipse.e4.tools.css.spy",1422666270788
started,bundle,org.eclipse.e4.tools.emf.editor3x,0.12.0.v20140726-0138,"org.eclipse.e4.tools.emf.editor3x",1422666270853
started,bundle,org.eclipse.e4.tools.emf.liveeditor,0.12.0.v20140716-1614,"org.eclipse.e4.tools.emf.liveeditor",1422666270854
started,bundle,org.eclipse.e4.tools.emf.ui,0.12.0.v20140728-1808,"org.eclipse.e4.tools.emf.ui",1422666270854
started,bundle,org.eclipse.e4.tools.event.spy,0.15.0.v20140707-1917,"org.eclipse.e4.tools.event.spy",1422666270854
started,bundle,org.eclipse.e4.tools.services,0.12.0.v20140318-2103,"org.eclipse.e4.tools.services",1422666270855
started,bundle,org.eclipse.e4.tools.spy,0.1.0.v20140529-0919,"org.eclipse.e4.tools.spy",1422666270855
started,bundle,org.eclipse.emf.common,2.10.0.v20140514-1158,"org.eclipse.emf.common",1422666270952
started,bundle,org.eclipse.emf.edit,2.10.0.v20140519-0339,"org.eclipse.emf.edit",1422666270954
started,bundle,org.eclipse.jdt.core,3.10.0.v20140604-1726,"org.eclipse.jdt.core",1422666270955
started,bundle,org.eclipse.jdt.debug,3.8.100.v20140522-1618,"org.eclipse.jdt.debug",1422666271094
started,bundle,org.eclipse.jdt.launching,3.7.100.v20140428-1912,"org.eclipse.jdt.launching",1422666271095
started,bundle,org.eclipse.jdt.ui,3.10.0.v20140604-1403,"org.eclipse.jdt.ui",1422666271095
started,bundle,org.eclipse.platform.discovery.util,0.11.0.v20140117-1516,"org.eclipse.platform.discovery.util",1422666271096
started,bundle,org.eclipse.ui.resources.semantic,0.6.1.v20140117-1517,"org.eclipse.ui.resources.semantic",1422666271097
